entity,owned_domain,site_role,release,release_date,model,submodel,board_family,install_method,sanitized_filename,public_owned_url,sha256,byte_size,release_state,observed_at,provenance_boundary,limitations
VNISH GLOBAL,vnish.global,canonical integrity data,1.3.5,,s19pro-plus-hydro,,xil,nand,vnish-s19pro-plus-hydro-xil-nand-v1.3.5.tar.gz,https://vnish.global/downloads/firmware/1.3.5/stable/vnish-s19pro-plus-hydro-xil-nand-v1.3.5.tar.gz,89ff5c7e2a5e35a35f5350cae6008b23e77364cf1c7da443ea3c3be777bedd14,16204564,current,2026-08-12,VNISH GLOBAL public catalog metadata; binary not included.,Hash and byte-size metadata only; not a security or suitability verdict.
VNISH GLOBAL,vnish.global,canonical integrity data,1.3.5,,s19xp,,aml,nand,vnish-s19xp-aml-nand-v1.3.5.tar.gz,https://vnish.global/downloads/firmware/1.3.5/stable/vnish-s19xp-aml-nand-v1.3.5.tar.gz,eab00a9f6cccda6c35598244a326833958928c9ccf25c45d1d261e261da88656,21566147,current,2026-08-12,VNISH GLOBAL public catalog metadata; binary not included.,Hash and byte-size metadata only; not a security or suitability verdict.
VNISH GLOBAL,vnish.global,canonical integrity data,1.3.5,,s19xp,,cv,nand,vnish-s19xp-cv-nand-v1.3.5.tar.gz,https://vnish.global/downloads/firmware/1.3.5/stable/vnish-s19xp-cv-nand-v1.3.5.tar.gz,68e550414b10a1e3c00dc59d06c7bb0c43d5a524d33c70bd3290755444578ace,12397672,current,2026-08-12,VNISH GLOBAL public catalog metadata; binary not included.,Hash and byte-size metadata only; not a security or suitability verdict.
VNISH GLOBAL,vnish.global,canonical integrity data,1.3.5,,s19xp,,xil,nand,vnish-s19xp-xil-nand-v1.3.5.tar.gz,https://vnish.global/downloads/firmware/1.3.5/stable/vnish-s19xp-xil-nand-v1.3.5.tar.gz,ae0cf9be1d4f9792f2a158f29146bda224fdfc36a5ae9c37837e218a29a4bdfe,16194287,current,2026-08-12,VNISH GLOBAL public catalog metadata; binary not included.,Hash and byte-size metadata only; not a security or suitability verdict.
VNISH GLOBAL,vnish.global,canonical integrity data,1.3.5,,s19xp-hydro,,xil,nand,vnish-s19xp-hydro-xil-nand-v1.3.5.tar.gz,https://vnish.global/downloads/firmware/1.3.5/stable/vnish-s19xp-hydro-xil-nand-v1.3.5.tar.gz,10768a6b207debc0f85297b00063dca1fcb3fb5cab435de8c9bb8c3bfbe07353,16178821,current,2026-08-12,VNISH GLOBAL public catalog metadata; binary not included.,Hash and byte-size metadata only; not a security or suitability verdict.
VNISH GLOBAL,vnish.global,canonical integrity data,1.3.5,,s19xp-plus,,aml,nand,vnish-s19xp-plus-aml-nand-v1.3.5.tar.gz,https://vnish.global/downloads/firmware/1.3.5/stable/vnish-s19xp-plus-aml-nand-v1.3.5.tar.gz,cf789bbf2061d66f9c5d5f87c534c209d4dce46fcb276a112927449dfdbbd75d,21549844,current,2026-08-12,VNISH GLOBAL public catalog metadata; binary not included.,Hash and byte-size metadata only; not a security or suitability verdict.
VNISH GLOBAL,vnish.global,canonical integrity data,1.3.5,,s19xp-plus-hydro,,xil,nand,vnish-s19xp-plus-hydro-xil-nand-v1.3.5.tar.gz,https://vnish.global/downloads/firmware/1.3.5/stable/vnish-s19xp-plus-hydro-xil-nand-v1.3.5.tar.gz,6b96d858a5d8c3db4c1121c06b980482cded8aa5d14eda3723a2925a9030cbf8,16175156,current,2026-08-12,VNISH GLOBAL public catalog metadata; binary not included.,Hash and byte-size metadata only; not a security or suitability verdict.
VNISH GLOBAL,vnish.global,canonical integrity data,1.3.5,,s21,,aml,nand,vnish-s21-aml-nand-v1.3.5.tar.gz,https://vnish.global/downloads/firmware/1.3.5/stable/vnish-s21-aml-nand-v1.3.5.tar.gz,da3d6312be551aeb8af90812dd41567cbaa3b87eb957dc7273414b9efbc1b6d9,21541929,current,2026-08-12,VNISH GLOBAL public catalog metadata; binary not included.,Hash and byte-size metadata only; not a security or suitability verdict.
VNISH GLOBAL,vnish.global,canonical integrity data,1.3.5,,s21-hydro,,xil,nand,vnish-s21-hydro-xil-nand-v1.3.5.tar.gz,https://vnish.global/downloads/firmware/1.3.5/stable/vnish-s21-hydro-xil-nand-v1.3.5.tar.gz,a1b84f29104d4bb7b87053cec19cea2a85031a119b4cb0798436845d1ef6fe13,16183541,current,2026-08-12,VNISH GLOBAL public catalog metadata; binary not included.,Hash and byte-size metadata only; not a security or suitability verdict.
VNISH GLOBAL,vnish.global,canonical integrity data,1.3.5,,s21-imm,,aml,nand,vnish-s21-imm-aml-nand-v1.3.5.tar.gz,https://vnish.global/downloads/firmware/1.3.5/stable/vnish-s21-imm-aml-nand-v1.3.5.tar.gz,d0a57caff9c7adf022f0e9047306d81d229c4978ec9b5c757784c17a68b4fc6e,21574860,current,2026-08-12,VNISH GLOBAL public catalog metadata; binary not included.,Hash and byte-size metadata only; not a security or suitability verdict.
VNISH GLOBAL,vnish.global,canonical integrity data,1.3.5,,s21e-hydro,,aml,nand,vnish-s21e-hydro-aml-nand-v1.3.5.tar.gz,https://vnish.global/downloads/firmware/1.3.5/stable/vnish-s21e-hydro-aml-nand-v1.3.5.tar.gz,b2d6f069f5420b160115c894cf399e7f69baa273f660c8592afe4ac35a79369f,21542470,current,2026-08-12,VNISH GLOBAL public catalog metadata; binary not included.,Hash and byte-size metadata only; not a security or suitability verdict.
VNISH GLOBAL,vnish.global,canonical integrity data,1.3.5,,s21e-hydro,,xil,nand,vnish-s21e-hydro-xil-nand-v1.3.5.tar.gz,https://vnish.global/downloads/firmware/1.3.5/stable/vnish-s21e-hydro-xil-nand-v1.3.5.tar.gz,4d72def8d726b889f365ff03f2f38409b8701908ad85bb2e7ff68352b23426e2,16172365,current,2026-08-12,VNISH GLOBAL public catalog metadata; binary not included.,Hash and byte-size metadata only; not a security or suitability verdict.
VNISH GLOBAL,vnish.global,canonical integrity data,1.3.5,,s21e-xp-hydro,,xil,nand,vnish-s21e-xp-hydro-xil-nand-v1.3.5.tar.gz,https://vnish.global/downloads/firmware/1.3.5/stable/vnish-s21e-xp-hydro-xil-nand-v1.3.5.tar.gz,ea73fdf847c67ee03b090af518e9d11b1ed81d005a21038793f013f06dae274b,16178516,current,2026-08-12,VNISH GLOBAL public catalog metadata; binary not included.,Hash and byte-size metadata only; not a security or suitability verdict.
VNISH GLOBAL,vnish.global,canonical integrity data,1.3.5,,s21plus,,aml,nand,vnish-s21plus-aml-nand-v1.3.5.tar.gz,https://vnish.global/downloads/firmware/1.3.5/stable/vnish-s21plus-aml-nand-v1.3.5.tar.gz,6552b1cfb2c5297e75a36f00d945e601d58aff3408ab873c2992e1873b320a26,21570052,current,2026-08-12,VNISH GLOBAL public catalog metadata; binary not included.,Hash and byte-size metadata only; not a security or suitability verdict.
VNISH GLOBAL,vnish.global,canonical integrity data,1.3.5,,s21plus-hydro,,cv,nand,vnish-s21plus-hydro-cv-nand-v1.3.5.tar.gz,https://vnish.global/downloads/firmware/1.3.5/stable/vnish-s21plus-hydro-cv-nand-v1.3.5.tar.gz,1b241e96879646b75cb7338743f1b19f9c2b625b0f7693714dd7dabfcc5e273c,12394556,current,2026-08-12,VNISH GLOBAL public catalog metadata; binary not included.,Hash and byte-size metadata only; not a security or suitability verdict.
VNISH GLOBAL,vnish.global,canonical integrity data,1.3.5,,s21plus-hydro,,xil,nand,vnish-s21plus-hydro-xil-nand-v1.3.5.tar.gz,https://vnish.global/downloads/firmware/1.3.5/stable/vnish-s21plus-hydro-xil-nand-v1.3.5.tar.gz,e2235f72b4bab0c6c38cfd1879176ccdde9a3e1c105b1684887e4677e7a5fc51,16193304,current,2026-08-12,VNISH GLOBAL public catalog metadata; binary not included.,Hash and byte-size metadata only; not a security or suitability verdict.
VNISH GLOBAL,vnish.global,canonical integrity data,1.3.5,,s21plus-plus,,aml,nand,vnish-s21plus-plus-aml-nand-v1.3.5.tar.gz,https://vnish.global/downloads/firmware/1.3.5/stable/vnish-s21plus-plus-aml-nand-v1.3.5.tar.gz,32bc1ff1bfd268710b2786d5008999e53dd7f5683af4b1bdf068e1d22ac92f26,21570895,current,2026-08-12,VNISH GLOBAL public catalog metadata; binary not included.,Hash and byte-size metadata only; not a security or suitability verdict.
VNISH GLOBAL,vnish.global,canonical integrity data,1.3.5,,s21pro,,aml,nand,vnish-s21pro-aml-nand-v1.3.5.tar.gz,https://vnish.global/downloads/firmware/1.3.5/stable/vnish-s21pro-aml-nand-v1.3.5.tar.gz,dcee247ff134ae1c3ddfe777f6174082ffe0cbea2d90232127facbc398b07793,21570972,current,2026-08-12,VNISH GLOBAL public catalog metadata; binary not included.,Hash and byte-size metadata only; not a security or suitability verdict.
VNISH GLOBAL,vnish.global,canonical integrity data,1.3.5,,s21pro-plus,,aml,nand,vnish-s21pro-plus-aml-nand-v1.3.5.tar.gz,https://vnish.global/downloads/firmware/1.3.5/stable/vnish-s21pro-plus-aml-nand-v1.3.5.tar.gz,9493ad780bdd88182a55d369de8aa3358e6eee5d4b9fb63e36075cc833df5186,21574686,current,2026-08-12,VNISH GLOBAL public catalog metadata; binary not included.,Hash and byte-size metadata only; not a security or suitability verdict.
VNISH GLOBAL,vnish.global,canonical integrity data,1.3.5,,s21xp,,aml,nand,vnish-s21xp-aml-nand-v1.3.5.tar.gz,https://vnish.global/downloads/firmware/1.3.5/stable/vnish-s21xp-aml-nand-v1.3.5.tar.gz,f8baad7feea6e534655a3ecf5c61563aed084f64c1eec53cea8fbf45d117d393,21569886,current,2026-08-12,VNISH GLOBAL public catalog metadata; binary not included.,Hash and byte-size metadata only; not a security or suitability verdict.
VNISH GLOBAL,vnish.global,canonical integrity data,1.3.5,,s21xp-hydro,,xil,nand,vnish-s21xp-hydro-xil-nand-v1.3.5.tar.gz,https://vnish.global/downloads/firmware/1.3.5/stable/vnish-s21xp-hydro-xil-nand-v1.3.5.tar.gz,fcf2dad8a181ff8f59c4f110c3f2d423e12242f1a2f1e5ab046a265d254ee0bf,16178115,current,2026-08-12,VNISH GLOBAL public catalog metadata; binary not included.,Hash and byte-size metadata only; not a security or suitability verdict.
VNISH GLOBAL,vnish.global,canonical integrity data,1.3.5,,s21xp-imm,,aml,nand,vnish-s21xp-imm-aml-nand-v1.3.5.tar.gz,https://vnish.global/downloads/firmware/1.3.5/stable/vnish-s21xp-imm-aml-nand-v1.3.5.tar.gz,8d0152cf30e12e71fa44e6d0b98b89e42a24cb596a62acbda700b37f378f3d88,21549001,current,2026-08-12,VNISH GLOBAL public catalog metadata; binary not included.,Hash and byte-size metadata only; not a security or suitability verdict.
VNISH GLOBAL,vnish.global,canonical integrity data,1.3.5,,t19,,xil,nand,vnish-t19-xil-nand-v1.3.5.tar.gz,https://vnish.global/downloads/firmware/1.3.5/stable/vnish-t19-xil-nand-v1.3.5.tar.gz,34d990bdf1a14b2e45d7b194aeacd6c6e8108e768e14ad34ce6c0ff8a41c748f,16174185,current,2026-08-12,VNISH GLOBAL public catalog metadata; binary not included.,Hash and byte-size metadata only; not a security or suitability verdict.
VNISH GLOBAL,vnish.global,canonical integrity data,1.3.5,,t19-hydro,,xil,nand,vnish-t19-hydro-xil-nand-v1.3.5.tar.gz,https://vnish.global/downloads/firmware/1.3.5/stable/vnish-t19-hydro-xil-nand-v1.3.5.tar.gz,4bd4fd56d12d325256627b31a1984b9cbea3e97042b69c0cd5073b0a17331978,16175276,current,2026-08-12,VNISH GLOBAL public catalog metadata; binary not included.,Hash and byte-size metadata only; not a security or suitability verdict.
VNISH GLOBAL,vnish.global,canonical integrity data,1.3.5,,t19pro-hydro,,xil,nand,vnish-t19pro-hydro-xil-nand-v1.3.5.tar.gz,https://vnish.global/downloads/firmware/1.3.5/stable/vnish-t19pro-hydro-xil-nand-v1.3.5.tar.gz,20137c73a96ecda325ef733a2cd9b45dca1d5155f8101065e03088b9c33e64e1,16180664,current,2026-08-12,VNISH GLOBAL public catalog metadata; binary not included.,Hash and byte-size metadata only; not a security or suitability verdict.
VNISH GLOBAL,vnish.global,canonical integrity data,1.3.5,,t21,,aml,nand,vnish-t21-aml-nand-v1.3.5.tar.gz,https://vnish.global/downloads/firmware/1.3.5/stable/vnish-t21-aml-nand-v1.3.5.tar.gz,4dcb70e6774b23a96bb667fc184b433551b3c40f3e7e92e9908c5c54962330ae,21543890,current,2026-08-12,VNISH GLOBAL public catalog metadata; binary not included.,Hash and byte-size metadata only; not a security or suitability verdict.
VNISH GLOBAL,vnish.global,canonical integrity data,1.3.5,,t21,,cv,nand,vnish-t21-cv-nand-v1.3.5.tar.gz,https://vnish.global/downloads/firmware/1.3.5/stable/vnish-t21-cv-nand-v1.3.5.tar.gz,597e15133d3bdfe8aafb96315342602facfe9226a196e61a8567e93a8d408e41,12362299,current,2026-08-12,VNISH GLOBAL public catalog metadata; binary not included.,Hash and byte-size metadata only; not a security or suitability verdict.
VNISH GLOBAL,vnish.global,canonical integrity data,1.3.5,,t21,,xil,nand,vnish-t21-xil-nand-v1.3.5.tar.gz,https://vnish.global/downloads/firmware/1.3.5/stable/vnish-t21-xil-nand-v1.3.5.tar.gz,eff551bbe9e88ff9444d66dedac20ec7ae9b1c0d2bc6756eb57f0e02d69b4589,16176233,current,2026-08-12,VNISH GLOBAL public catalog metadata; binary not included.,Hash and byte-size metadata only; not a security or suitability verdict.
VNISH GLOBAL,vnish.global,canonical integrity data,1.3.5,,u2l9h,,aml,nand,vnish-u2l9h-aml-nand-v1.3.5.tar.gz,https://vnish.global/downloads/firmware/1.3.5/stable/vnish-u2l9h-aml-nand-v1.3.5.tar.gz,95a77bfa2e37a7be83cb277b4cc9ea257ed036af80f1f38de53be79e053d3110,21574547,current,2026-08-12,VNISH GLOBAL public catalog metadata; binary not included.,Hash and byte-size metadata only; not a security or suitability verdict.
VNISH GLOBAL,vnish.global,canonical integrity data,1.3.5,,u3s19xph,,cv,nand,vnish-u3s19xph-cv-nand-v1.3.5.tar.gz,https://vnish.global/downloads/firmware/1.3.5/stable/vnish-u3s19xph-cv-nand-v1.3.5.tar.gz,cc0e0045870247304045dc3e11a7e4c71241f067a56504355bb8c1a8b31429c4,12394566,current,2026-08-12,VNISH GLOBAL public catalog metadata; binary not included.,Hash and byte-size metadata only; not a security or suitability verdict.
VNISH GLOBAL,vnish.global,canonical integrity data,1.3.5,,u3s21exph,,xil,nand,vnish-u3s21exph-xil-nand-v1.3.5.tar.gz,https://vnish.global/downloads/firmware/1.3.5/stable/vnish-u3s21exph-xil-nand-v1.3.5.tar.gz,3baa1f0445b86ee4d2e7c6872c5ce824d5b8c35affee06388a297b61edc2cd59,16199380,current,2026-08-12,VNISH GLOBAL public catalog metadata; binary not included.,Hash and byte-size metadata only; not a security or suitability verdict.
